Wall time,Step,Value
1745805443.587273,1,0.0
1745805483.5103161,2,0.019031736999750137
1745805510.16188,3,-0.029288755729794502
1745805543.001297,4,-0.010166414082050323
1745805566.568157,5,-0.03221576660871506
1745805588.5112052,6,0.041216060519218445
1745805608.015469,7,-0.1754622757434845
1745805634.1975522,8,-0.19690769910812378
1745805666.254587,9,-0.38171863555908203
1745805697.0201821,10,0.4638751745223999
1745805724.929201,11,-0.8041229844093323
1745805753.6475031,12,-0.1641387641429901
1745805769.65368,13,-0.7206349968910217
1745805788.1482298,14,-0.4931893050670624
1745805814.4126,15,-0.3279045820236206
1745805840.039333,16,-0.1400342583656311
1745805867.25757,17,-1.259516716003418
1745805893.5098848,18,-1.4831130504608154
1745805910.271266,19,-1.3069294691085815
1745805925.520554,20,-0.2468450665473938
1745805951.342906,21,-0.6622008085250854
1745805976.972078,22,-0.7731106281280518
1745806010.5604951,23,0.25883838534355164
1745806027.2765691,24,-1.0767176151275635
1745806042.979987,25,-0.9517773389816284
1745806066.136586,26,-0.3244469463825226
1745806096.549218,27,-1.115138053894043
1745806115.10542,28,-0.643114447593689
1745806134.028596,29,0.38301658630371094
1745806159.430475,30,0.03031204640865326
1745806174.6715982,31,-0.8936091661453247
1745806198.229766,32,0.30644476413726807
1745806214.512594,33,-0.6330000162124634
1745806234.436049,34,-1.5744969844818115
1745806261.2182999,35,1.8783073425292969
1745806285.885095,36,0.4616442322731018
1745806316.369235,37,-0.837860107421875
1745806343.5485718,38,0.41804468631744385
1745806369.161974,39,-1.3395222425460815
1745806403.5521548,40,-0.4194156527519226
1745806425.021447,41,-2.899920701980591
1745806440.408291,42,0.7393646240234375
1745806454.84463,43,-1.5675910711288452
1745806469.891414,44,-0.6127303838729858
1745806493.8832052,45,-0.2561366856098175
1745806511.989513,46,-2.0674805641174316
1745806547.350702,47,0.8395681381225586
1745806580.253948,48,-1.3522007465362549
1745806596.67806,49,0.07020187377929688
1745806611.008641,50,0.37675827741622925
1745806638.854096,51,-0.38845860958099365
1745806655.826112,52,-0.3418048918247223
1745806680.1556082,53,-0.0007123947143554688
1745806698.513058,54,-0.6008613109588623
1745806714.046396,55,2.3675739765167236
1745806729.182301,56,0.6408967971801758
1745806754.84087,57,1.842856764793396
1745806775.74937,58,0.8436339497566223
1745806795.69406,59,-2.511194944381714
1745806815.2344708,60,-2.7167773246765137
1745806831.016406,61,5.256613731384277
1745806859.518668,62,3.154182195663452
1745806876.40825,63,2.0064446926116943
1745806902.40167,64,-0.22345495223999023
1745806923.541056,65,0.4755811095237732
1745806942.7313101,66,0.3931199908256531
1745806959.487232,67,1.6958743333816528
1745806976.4294012,68,-2.2679505348205566
1745806995.377347,69,1.3855549097061157
1745807017.362018,70,0.5788455009460449
1745807047.478077,71,-0.4488210678100586
1745807066.2316,72,0.467410683631897
1745807097.7987142,73,1.2117152214050293
1745807117.8235729,74,1.2425286769866943
1745807138.5758662,75,2.0244545936584473
1745807198.337837,76,1.4095478057861328
1745807236.668409,77,-4.598369598388672
1745807256.814519,78,-4.2643022537231445
1745807290.867311,79,2.7122843265533447
1745807307.182826,80,1.7978556156158447
1745807322.6433558,81,-0.35391443967819214
1745807340.4840891,82,0.05685347318649292
1745807357.672836,83,1.0375481843948364
1745807375.493911,84,7.61039924621582
1745807396.188976,85,0.39846301078796387
1745807412.64939,86,3.5759639739990234
1745807434.536188,87,0.19680941104888916
1745807451.4613671,88,-0.06385955214500427
1745807468.1292858,89,1.6924636363983154
1745807489.419063,90,0.8472868204116821
1745807505.764086,91,-3.13533616065979
1745807521.9309282,92,3.971825122833252
1745807537.4055429,93,6.156867980957031
1745807551.3507478,94,5.945539474487305
1745807567.958681,95,2.900424003601074
1745807585.6402519,96,1.9458520412445068
1745807603.0479832,97,0.07178246974945068
1745807619.79443,98,-0.1433086395263672
1745807640.764234,99,4.098808288574219
1745807662.6293068,100,-2.863308906555176
1745807682.901959,101,0.17199325561523438
1745807702.809555,102,1.7179739475250244
1745807720.116287,103,2.0459301471710205
1745807735.33308,104,6.775476455688477
1745807750.469901,105,-0.24260705709457397
