time,icao24,lat,lon,velocity,heading,vertrate,callsign,onground,alert,spi,squawk,baroaltitude,geoaltitude,lastposupdate,lastcontact
1656289370,34718e,39.34126281738281,-0.7511304772418157,212.02645789661875,231.6007239988232,0.0,IBE2601 ,False,False,False,417.0,10058.4,10546.08,1656289369.855,1656289369.875
1656289380,34718e,39.329658120365465,-0.76995849609375,212.02645789661875,231.6007239988232,0.0,IBE2601 ,False,False,False,417.0,10058.4,10546.08,1656289379.624,1656289379.706
1656289390,34718e,39.31782531738281,-0.789164667544128,212.02645789661875,231.6007239988232,0.0,IBE2601 ,False,False,False,417.0,10058.4,10546.08,1656289389.59,1656289389.913
1656289400,34718e,39.30564880371094,-0.8089878248131868,212.02645789661875,231.6007239988232,0.0,IBE2601 ,False,False,False,417.0,10058.4,10546.08,1656289399.89,1656289399.962
1656289410,34718e,39.29385944948358,-0.82818603515625,212.02645789661875,231.6007239988232,0.0,IBE2601 ,False,False,False,417.0,10058.4,10546.08,1656289409.951,1656289409.961
1656289420,34718e,39.2821282855535,-0.84716796875,212.02645789661875,231.6007239988232,0.0,IBE2601 ,False,False,False,417.0,10058.4,10546.08,1656289419.863,1656289419.919
1656289430,34718e,39.27067643505032,-0.8658447265625,212.02645789661875,231.6007239988232,0.0,IBE2601 ,False,False,False,417.0,10058.4,10546.08,1656289429.532,1656289429.58
1656289440,34718e,39.25836181640625,-0.885772705078125,212.02645789661875,231.6007239988232,0.0,IBE2601 ,False,False,False,417.0,10058.4,10546.08,1656289439.96,1656289439.96
1656289450,34718e,39.24664306640625,-0.9047599460767516,211.62352870697984,231.5142102829997,0.0,IBE2601 ,False,False,False,417.0,10058.4,10546.08,1656289449.815,1656289449.935
1656289460,34718e,39.23469155521716,-0.92413330078125,211.62352870697984,231.5142102829997,0.0,IBE2601 ,False,False,False,417.0,10058.4,10546.08,1656289459.922,1656289459.963
1656289470,34718e,39.22319315247616,-0.9427490234375,211.62352870697984,231.5142102829997,0.0,IBE2601 ,False,False,False,417.0,10058.4,10546.08,1656289469.575,1656289469.617
1656289480,34718e,39.21208190917969,-0.960706627887248,211.62352870697984,231.5142102829997,0.0,IBE2601 ,False,False,False,417.0,10058.4,10546.08,1656289479.117,1656289479.629
1656289490,34718e,39.19954461566472,-0.98095703125,211.62352870697984,231.5142102829997,0.0,IBE2601 ,False,False,False,417.0,10058.4,10546.08,1656289489.706,1656289489.747
1656289500,34718e,39.18734792935646,-1.00067138671875,211.22108384784764,231.42736669501772,0.0,IBE2601 ,False,False,False,417.0,10058.4,10546.08,1656289499.976,1656289499.976
1656289510,34718e,39.175896078853285,-1.0191650390625,211.22108384784764,231.42736669501772,0.0,IBE2601 ,False,False,False,417.0,10058.4,10546.08,1656289509.713,1656289509.754
1656289520,34718e,39.164444228350106,-1.03765869140625,210.90070831642785,231.53663364879708,0.0,IBE2601 ,False,False,False,417.0,10058.4,10546.08,1656289519.36,1656289519.748
